"paper_id","title","year","venue","url","doi","authors","old_current_tier","old_r1_tier","old_r1_decision","old_exclusion","match_families","rescreen_priority","rescreen_reason","abstract"
"doi-34e23b2d76","The impact of crowds on visibility in emergency department: Integrating agent-based simulation and space syntax analysis","2025","Frontiers of Architectural Research","https://doi.org/10.1016/j.foar.2025.01.007","10.1016/j.foar.2025.01.007","Yuan Hao; Ying Zhou","foundational","foundational","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Emergency departments (EDs) are among the busiest hospital units, where visibility is crucial for surveillance, collaboration, and wayfinding. In China, high ED patient volumes lead to crowded corridors, significantly impacting visibility. However, current visibility assessment methods focus on static obstructions such as walls and columns, neglecting crowd obstruction, and underestimating visual impediments.To address this research gap, this study proposes a novel visibility assessment method combining agent-based simulation and space syntax analysis. Based on peak-hour behavioral data from Hospital R's ED, crowd movement was simulated across six ED plans with different corridor layouts. The simulated crowd positions were then treated as visual obstacles, and space syntax theory was applied to evaluate visibility under crowd obstruction at various timesteps. The findings reveal that: 1) ring corridor layouts reduce patient backtracking and corridor congestion; 2) ring corridor layouts facilitate better natural surveillance of the overall space by medical staff with crowd obstruction considered; 3) ring corridor layouts enable medical staff to see each other more easily, supporting team collaboration, regardless of crowd obstruction; 4) simple layouts perform best in terms of wayfinding, irrespective of crowd obstruction. This study presents the first comprehensive quantitative assessment of ED visibility under crowd obstruction, with potential applications in other crowded public spaces."
"doi-73cd1cd789","The Relationship between Spatial Configuration and Social Interaction in Tehran Residential Areas: Bridging the Space Syntax Theory and Behavior Settings Theory","2021","Iran University of Science & Technology","http://ijaup.iust.ac.ir/article-1-539-en.html","10.22068/ijaup.31.4.539","Hamed Hamedani Golshan; Ghasem Motalebi; Mostafa Behzadfar","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.",""
"doi-f4b98490d2","The Rise and Potential of Large Language Model Based Agents: A Survey","2023","arXiv (Cornell University)","http://arxiv.org/abs/2309.07864","10.48550/arxiv.2309.07864","Zhiheng Xi; Wen-Xiang Chen; Xin Guo; Wei He; Yiwen Ding; Boyang Hong; Ming Zhang; Junzhe Wang; Senjie Jin; Enyu Zhou; Rui Zheng; Xiaoran Fan; Xiao Wang; Limao Xiong; Yuhao Zhou; Weiran Wang; Changhao Jiang; Yicheng Zou; Xiangyang Liu; Zhangyue Yin; Shihan Dou; Rongxiang Weng; Wensen Cheng; Qi Zhang; Wenjuan Qin; Yongyan Zheng; Xipeng Qiu; Huang, Xuanjing; Tao Gui","adjacent","excluded","exclude","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","For a long time, humanity has pursued artificial intelligence (AI) equivalent to or surpassing the human level, with AI agents considered a promising vehicle for this pursuit. AI agents are artificial entities that sense their environment, make decisions, and take actions. Many efforts have been made to develop intelligent agents, but they mainly focus on advancement in algorithms or training strategies to enhance specific capabilities or performance on particular tasks. Actually, what the community lacks is a general and powerful model to serve as a starting point for designing AI agents that can adapt to diverse scenarios. Due to the versatile capabilities they demonstrate, large language models (LLMs) are regarded as potential sparks for Artificial General Intelligence (AGI), offering hope for building general AI agents. Many researchers have leveraged LLMs as the foundation to build AI agents and have achieved significant progress. In this paper, we perform a comprehensive survey on LLM-based agents. We start by tracing the concept of agents from its philosophical origins to its development in AI, and explain why LLMs are suitable foundations for agents. Building upon this, we present a general framework for LLM-based agents, comprising three main components: brain, perception, and action, and the framework can be tailored for different applications. Subsequently, we explore the extensive applications of LLM-based agents in three aspects: single-agent scenarios, multi-agent scenarios, and human-agent cooperation. Following this, we delve into agent societies, exploring the behavior and personality of LLM-based agents, the social phenomena that emerge from an agent society, and the insights they offer for human society. Finally, we discuss several key topics and open problems within the field. A repository for the related papers at https://github.com/WooooDyy/LLM-Agent-Paper-List."
"url-8241d30b40","The Social Logic of Space","1984","Cambridge University Press","https://doi.org/10.1017/CBO9780511597237","","Bill Hillier; Julienne Hanson","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.",""
"doi-3a29f8ca6b","The Space of Innovation: Interaction and Communication in the Work Environment","1999","Environment and Planning B Planning and Design","https://doi.org/10.1068/b4225","10.1068/b4225","Alan Penn; J Desyllas; Laura Vaughan","foundational","foundational","keep","","urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","As the pace of organisational change accelerates and as new technologies demand more rapid responses from organisations to changing conditions in their business environment, buildings are being called on to play an active role in helping to generate new organisational structures and in facilitating individual communication. This raises questions not only of the nature of organisational structure and of how communication technologies will affect that, but also of the possible mechanisms by which spatial structure can affect patterns of interaction in the work organisation. In this paper we will review two recent research-led design projects in which space syntax techniques were used to help define the building brief for an organisation which depends for its market lead on its ability to innovate. Building on research into the design of research laboratories, we found that patterns of space use and movement generated by spatial configuration have a direct impact on the frequency of contact between workers in office-based organisations. The frequency of contact is shown in turn to have an impact on work-related communications cited as ‘useful’ by questionnaire. These patterns are found to be ‘system effects’ in that they cannot be attributed to an individual worker's desk location but appear to result from the configuration of the whole system of spaces through which people move in their daily work, and have detectable effects on the mean ‘usefulness’ to others of all workers in a part of a building. The analysis suggests, however, that spatial integration alone may be insufficient to support flexible working and that spatial differentiation is necessary to provide the range of environments needed by different types of work activity."
"doi-9f7d88c984","Top-Down or Bottom-Up? Space Syntax vs. Agent-Based Modelling in Exploring Urban Complexity and Crime Dynamics","2025","Sustainability","https://doi.org/10.3390/su17104682","10.3390/su17104682","Federico Mara; Valerio Cutini","foundational","foundational","keep","","urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Understanding the complexity of urban systems remains a significant challenge for researchers and practitioners in urban planning and governance. Cities function as multifaceted systems composed of interconnected subsystems with nonlinear interactions, making the design of effective interventions to enhance sustainability and liveability particularly challenging. Spatial modelling has gained prominence in recent decades, fuelled by advances in digital technologies and the advent of digital twins as decision support tools. To fully harness these innovations, it is essential to grasp their underlying principles, strengths, and limitations, and to select the most suitable modelling approach for specific applications. This paper examines two contrasting spatial modelling paradigms: top-down and bottom-up. Specifically, it focuses on Space Syntax and Agent-Based Modelling as representative tools of each approach, analyzing their potential applications in urban planning. This discussion delves into the effectiveness of the proposed methodologies in analyzing crime dynamics—selected as a representative application field—at the micro-urban scale. It highlights the insights each approach offers, emphasizing their contributions to understanding the spatial and environmental factors influencing crime patterns. Finally, this paper explores the potential for integrating these methodologies to develop hybrid models that capture both spatial structure and emergent behaviours, offering enhanced support for sustainable urban policies and planning."
"doi-81e9f1a295","Tourist versus resident movement patterns in open scenic areas: Case study of Confucius Temple Scenic area, Nanjing, China","2021","International Journal of Tourism Research","https://doi.org/10.1002/jtr.2476","10.1002/jtr.2476","Chengcheng Wu; Dawei Chen","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Abstract This article aims at exploring various pedestrian movement patterns and their interactions in open scenic areas. Spatial influence from road networks is also considered by using Space syntax. The results caught three types of movement patterns and two significant interactions. Spatial influence has a strong connection to pedestrians, but differs due to pedestrian type. Prediction models based on random forest were built and showed better performance for resident pedestrians. The results can enhance the walking comforts of tourists and residents in open scenic areas, and give practical suggestions for scenic management, attraction planning and internal road improvement."
"url-5e5c350a2d","Trekking through space with Whorf: Language and spatial cognition","2002","Scholarly Commons (University of Pennsylvania)","https://repository.upenn.edu/dissertations/AAI3043906","","Peggy Li","foundational","foundational","keep","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","The Whorfian hypothesis, the thesis that the language one speaks has a strong and pervasive effect on the way one thinks, has returned to prominence after a period in intellectual limbo. Since languages differ in how they partition the spatial relationships into semantic categories, the spatial domain has become a popular test-bed for whether profound effects of language on thought exist. This dissertation takes up two such linguistic differences discussed in the current literature. The first difference involves English and Korean, two languages that make crosscutting semantic partitions (Bowerman, 1996). For example, in English, “putting a block on a cardboard” and “putting a Lego on a Lego board” are described as events of “put on.” Events like “putting a cassette tape in its container” are described as “put in.” However, in Korean, the cassette and Lego events are described with the same verb “kkita” (to fit together tightly), whereas the block event is described by a different verb “nohta” (to place loosely on a flat surface). Therefore, English focuses on the support and containment relationships where Korean focuses on tightness and looseness. The Whorfian hypothesis predicts that Korean and English speakers would come to conceptualize and categorize spatial events differently. In the studies reported, Korean and English speakers categorized spatial actions. Participants' performance on the various tasks did not always mirror their linguistic descriptions. In fact, Korean and English speakers often categorized events similarly. The second difference involves languages' preferences for the spatial frames of reference. Specifically, “relative” languages (e.g., English) prefer deictic or viewer-perspective frame of reference (“to the left”) and “absolute” languages (e.g., Tzeltal) prefer an externally referenced frame (“to the north”). Prior crosslinguistic studies (Brown & Levinson, 1993) showed that the spatial problem-solving strategies of “relative” and “absolute” language speakers differ. The current studies reproduced these different strategies in speakers of a single language (English) by manipulation landmark cues, suggesting that language itself may not be the original causal factor in choice of spatial perspective. The results of the two lines of studies are discussed in terms of the current debate on the relation of language to thought."
"doi-d5f5577aed","Using space syntax and agent-based approaches for modeling pedestrian volume at the urban scale","2017","Computers Environment and Urban Systems","https://doi.org/10.1016/j.compenvurbsys.2017.01.007","10.1016/j.compenvurbsys.2017.01.007","Itzhak Omer; Nir Kaplan","foundational","foundational","keep","","urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.",""
"doi-b30308d09e","Village Layout and Social Experience: A Comparative Study from the Northeast Woodlands","2014","Midcontinental Journal of Archaeology","https://doi.org/10.1179/2327427113y.0000000003","10.1179/2327427113y.0000000003","John L. Creese","foundational","foundational","keep","","online_community_network;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This paper examines the spatial configuration of two early fourteenth-century Woodland villages—one composed of longhouses (Nodwell) and one a ring-shaped arrangement of oval huts (Fort Hill). The contrasting spatial layouts of these sites are explored from the perspective of social interaction stress in early villages. Visibility Graph Analysis, a technique for analyzing the relational order of visual fields, is used to measure the properties of spatial integration and control in these settlements over the course of their distinctive occupation histories. Results reveal “top-down” vs. “bottom-up” dispositions toward spatial order that influenced the routine use of settlement space, the nature of village growth, and arguably, long-term trajectories of community development in regional longhouse and ring-shaped traditions."
"doi-deb9c28be6","VisionCube: 3D-Aware Vision-Language Model for Multi-Step Spatial Reasoning","2025","2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","https://doi.org/10.1109/cvprw67362.2025.00309","10.1109/cvprw67362.2025.00309","Feiyang Wang; Nan Luo; Wangyu Wu","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Solving a Rubik's Cube requires precise spatial reasoning, sequential planning, and adaptive decision-making. Traditional solvers depend on hand-crafted heuristics or symbolic planning, which limit generalizability across diverse cube states. In this work, we introduce VisionCube, a 3D-aware vision-language model that combines multi-view spatial reasoning with multimodal embodied planning to tackle Rubik's Cube manipulation. VisionCube integrates three core components: (1) Cube3D, which reconstructs structured 3D representations from multi-view images; (2) a Dual-loop VisionCoT module for hierarchical task decomposition and refinement; and (3) a Memory Stream to support long-horizon reasoning and adaptive control. We also propose CubeCoT, a new benchmark dataset containing Rubik's Cube tasks at low, medium, and high difficulty levels. Experimental results show that VisionCube achieves 100%, 100%, and 90% accuracy on low-, medium-, and high-level tasks respectively, significantly outperforming GPT-4V, Qwen2-VL, and CubeRobot baselines. We further deploy VisionCube in a RoboGuide virtual robotic environment, demonstrating accurate real-time execution of cube manipulation actions and robust spatial generalization."
"doi-35a4b585d6","What’s “up” with vision-language models? Investigating their struggle with spatial reasoning","2023","Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing","https://doi.org/10.18653/v1/2023.emnlp-main.568","10.18653/v1/2023.emnlp-main.568","Amita Kamath; Jack Hessel; Kai-Wei Chang","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Recent vision-language (VL) models are powerful, but can they reliably distinguish “right” from “left”? We curate three new corpora to quantify model comprehension of such basic spatial relations. These tests isolate spatial reasoning more precisely than existing datasets like VQAv2, e.g., our What’sUp benchmark contains sets of photographs varying only the spatial relations of objects, keeping their identity fixed (see Figure 1: models must comprehend not only the usual case of a dog under a table, but also, the same dog on top of the same table). We evaluate 18 VL models, finding that all perform poorly, e.g., BLIP finetuned on VQAv2, which nears human parity on VQAv2, achieves 56% accuracy on our benchmarks vs. humans at 99%. We conclude by studying causes of this surprising behavior, finding: 1) that popular vision-language pretraining corpora like LAION-2B contain little reliable data for learning spatial relationships; and 2) that basic modeling interventions like up-weighting preposition-containing instances or fine-tuning on our corpora are not sufficient to address the challenges our benchmarks pose. We are hopeful that these corpora will facilitate further research, and we release our data and code at https://github.com/amitakamath/whatsup_vlms."
"doi-47f7d49f88","When LLMs Recognize Your Space: Research on Experiences with Spatially Aware LLM Agents","2025","IEEE Transactions on Visualization and Computer Graphics","https://doi.org/10.1109/tvcg.2025.3616809","10.1109/tvcg.2025.3616809","Seungwoo Oh; Nakyoung An; Youngwug Cho; Myeongul Jung; Kwanguk Kenny Kim","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Large language models (LLMs) have evolved into LLM agents that can use the user conversation context and respond according to the roles of the LLM agents. Recent studies have suggested that LLM-based agents can be used as human-like partners in social interactions. However, the role of the environmental context, particularly spatial information of user space, in the interaction between humans and LLM agents has not been explored. In this study, participants engaged in counselling conversations under three different conditions based on their spatial awareness levels. The dependent measures included copresence, trust, therapist alliances, and self-disclosure. The results suggested that participants in the condition where the LLM actively reflected spatial information generally reported higher levels of user experience. Interestingly, when the LLM actively reflected the spatial context of the user, the participants tended to describe themselves and express their emotions more. These findings suggest that spatially aware LLM agents can contribute to better social interactions between humans and LLM agents. Our findings can be used to design future augmented reality applications in the counselling, education, and healthcare industries."
"doi-4906b4496b","You have to drive: Impacts of planning policies on urban form and mobility behavior in Kuala Lumpur, Malaysia","2021","Journal of Urban Management","https://doi.org/10.1016/j.jum.2020.12.004","10.1016/j.jum.2020.12.004","Isti Hidayati; Claudia Yamu; Wendy Tan","foundational","foundational","keep","","urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This article investigates how planning policies have shaped urban form and mobility behavior in the rapidly urbanized metropolitan area of Kuala Lumpur, Malaysia. We argue that the complex chain of consequences of previous policies and their implementation processes can be understood from the socio-spatial dynamics that result from the interaction between people and their built environment. Using the case of Kuala Lumpur, we provide empirical evidence of these socio-spatial dynamics through (1) the identification of key policies, (2) an understanding of Kuala Lumpur’s spatial configuration using space syntax, and (3) in-depth interviews to reveal mobility behavior. Our findings suggest that Kuala Lumpur’s previous road expansion policies, national car project, and fragmented new town development have created an urban form that encourages vehicular instead of pedestrian movement. Consequently, this has induced an automobile dependence and culture that conflicts with the country’s current initiatives on sustainable development. For policymakers and planners, these findings provide awareness that policy impacts span across generations and scales, making them difficult to reverse and take a long time to be fixed. We conclude with practical insights on how to reverse the unsustainable path through socio-spatial innovations and research directions to address the ongoing vehicular dominance and automobile society in Kuala Lumpur."
"doi-2602fb1564","Cross-cultural variation of speech-accompanying gesture: A review","2009","Language and Cognitive Processes","https://doi.org/10.1080/01690960802586188","10.1080/01690960802586188","Sotaro Kita","foundational","foundational","keep","","urban_mobility_crowd_built","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This article reviews the literature on cross-cultural variation of gestures. Four factors governing the variation were identified. The first factor is the culture-specific convention for form-meaning associations. This factor is involved in well-known cross-cultural differences in emblem gestures (e.g., the OK-sign), as well as pointing gestures. The second factor is culture-specific spatial cognition. Representational gestures (i.e., iconic and deictic gestures) that express spatial contents or metaphorically express temporal concepts differ across cultures, reflecting the cognitive differences in how direction, relative location and different axes in space are conceptualised and processed. The third factor is linguistic differences. Languages have different lexical and syntactic resources to express spatial information. This linguistic difference is reflected in how gestures express spatial information. The fourth factor is culture-specific gestural pragmatics, namely the principles under which gesture is used in communication. The culture-specificity in politeness of gesture use, the role of nodding in conversation, and the use of gesture space are discussed."
"doi-38a2b0726e","Exploration as a mediator of the relation between the attainment of motor milestones and the development of spatial cognition and spatial language.","2015","Developmental Psychology","https://doi.org/10.1037/a0039572","10.1037/a0039572","Ora Oudgenoeg‐Paz; Paul Leseman; M. J. M. Volman","foundational","foundational","keep","","embodied_3d_cooperation","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","The embodied-cognition approach views cognition and language as grounded in daily sensorimotor child-environment interactions. Therefore, the attainment of motor milestones is expected to play a role in cognitive-linguistic development. Early attainment of unsupported sitting and independent walking indeed predict better spatial cognition and language at later ages. However, evidence linking these milestones with the development of spatial language and evidence regarding factors that might mediate this relation are scarce. The current study examined whether exploration of spatial-relational object properties (e.g., the possibility of containing or stacking) and exploration of the space through self-locomotion mediate the effect of, respectively, age of sitting and age of walking on spatial cognition and spatial language. Thus, we hypothesized that an earlier age of sitting and walking predicts, respectively, higher levels of spatial-relational object exploration and exploration through self-locomotion, which in turn, predict better spatial cognition and spatial language at later ages. Fifty-nine Dutch children took part in a longitudinal study. A combination of tests, observations, and parental reports was used to measure motor development, exploratory behavior (age 20 months), spatial memory (age 24 months), spatial processing (age 32 months), and spatial language (age 36 months). Results show that attainment of sitting predicted spatial memory and spatial language, but spatial-relational object exploration did not mediate these effects. Attainment of independent walking predicted spatial processing and spatial language, and exploration through self-locomotion (partially) mediated these relations. These findings extend previous work and provide partial support for the hypotheses about the mediating role of exploration."
"doi-b6212bfe5a","Handbook of spatial cognition.","2012","American Psychological Association eBooks","https://doi.org/10.1037/13936-000","10.1037/13936-000","","foundational","excluded","exclude","","urban_mobility_crowd_built","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Spatial cognition is a branch of cognitive psychology that studies how people acquire and use knowledge about their environment to determine where they are, how to obtain resources, and how to find their way home. Researchers from a wide range of disciplines, including neuroscience, cognition, and sociology, have discovered a great deal about how humans and other animals sense, interpret, behave in, and communicate about space. This book addresses some of the most important dimensions of spatial cognition, such as neuroscience, perception, memory, and language. It provides a broad yet detailed overview that is useful not only to academics, practitioners, and advanced students of psychology, but also to city planners, architects, software designers, sociologists, and anyone else who seeks to understand how we perceive, interpret, and interact with the world around us."
"doi-489c92d57e","On The Planning Abilities of OpenAI's o1 Models: Feasibility, Optimality, and Generalizability","2024","arXiv (Cornell University)","http://arxiv.org/abs/2409.19924","10.48550/arxiv.2409.19924","Kevin Wang; Junbo Li; Neel P. Bhatt; Yihan Xi; Qiang Liu; Ufuk Topcu; Zhangyang Wang","adjacent","excluded","exclude","","online_community_network","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Recent advancements in Large Language Models (LLMs) have showcased their ability to perform complex reasoning tasks, but their effectiveness in planning remains underexplored. In this study, we evaluate the planning capabilities of OpenAI's o1 models across a variety of benchmark tasks, focusing on three key aspects: feasibility, optimality, and generalizability. Through empirical evaluations on constraint-heavy tasks (e.g., $\textit{Barman}$, $\textit{Tyreworld}$) and spatially complex environments (e.g., $\textit{Termes}$, $\textit{Floortile}$), we highlight o1-preview's strengths in self-evaluation and constraint-following, while also identifying bottlenecks in decision-making and memory management, particularly in tasks requiring robust spatial reasoning. Our results reveal that o1-preview outperforms GPT-4 in adhering to task constraints and managing state transitions in structured environments. However, the model often generates suboptimal solutions with redundant actions and struggles to generalize effectively in spatially complex tasks. This pilot study provides foundational insights into the planning limitations of LLMs, offering key directions for future research on improving memory management, decision-making, and generalization in LLM-based planning. Code available at https://github.com/VITA-Group/o1-planning."
"doi-65af7f5f90","Social networks and spatial configuration—How office layouts drive social interaction","2011","Social Networks","https://doi.org/10.1016/j.socnet.2011.05.005","10.1016/j.socnet.2011.05.005","Kerstin Sailer; Ian McCulloh","foundational","foundational","keep","","online_community_network","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.",""
"doi-491d6acf92","Space in language and cognition explorations in cognitive diversity","2003","","https://doi.org/10.1017/CBO9780511613609","10.1017/cbo9780511613609","Stephen C. Levinson","foundational","excluded","exclude","","urban_mobility_crowd_built","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Languages differ in how they describe space, and such differences between languages can be used to explore the relation between language and thought. This 2003 book shows that even in a core cognitive domain like spatial thinking, language influences how people think, memorize and reason about spatial relations and directions. After outlining a typology of spatial coordinate systems in language and cognition, it is shown that not all languages use all types, and that non-linguistic cognition mirrors the systems available in the local language. The book reports on collaborative, interdisciplinary research, involving anthropologists, linguists and psychologists, conducted in many languages and cultures around the world, which establishes this robust correlation. The overall results suggest that thinking in the cognitive sciences underestimates the transformative power of language on thinking. The book will be of interest to linguists, psychologists, anthropologists and philosophers, and especially to students of spatial cognition."
"doi-c0f98d688a","Spatial Cognition, Modality and Language Emergence: Cognitive Representation of Space in Yucatec Maya Sign Language (Mexico)","2024","Languages","https://doi.org/10.3390/languages9080278","10.3390/languages9080278","Olivier Le Guen; J. Baas","foundational","foundational","keep","","online_community_network","medium","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This paper analyzes spatial gestures and cognition in a new, or so-called “emerging”, visual language, the Yucatec Maya Sign Language (YSML). This sign language was created by deaf and hearing signers in various Yucatec Maya villages on the Yucatec Peninsula (Mexico). Although the sign language is not a signed version of spoken Yucatec Maya, both languages evolve in a similar cultural setting. Studies have shown that cultures around the world seem to rely on one preferred spatial Frame of Reference (FoR), shaping in many ways how people orient themselves and think about the world around them. Prior research indicated that Yucatec Maya speakers rely on the use of the geocentric FoR. However, contrary to other cultures, it is mainly observable through the production of gestures and not speech only. In the case of space, gestures in spoken Yucatec Maya exhibit linguistic features, having the status of a lexicon. Our research question is the following: if the preferred spatial FoR among the Yucatec Mayas is based on co-expressivity and spatial linguistic content visually transmitted via multimodal interactions, will deaf signers of an emerging language created in the same cultural setting share the same cognitive preference? In order to answer this question, we conducted three experimental tasks in three different villages where YMSL is in use: a non-verbal rotation task, a Director-Matcher task and a localization task. Results indicate that YMSL signers share the same preference for the geocentric FoR."
